respondent_id,questionnaire_id,group_code,group,institution_code,questionnaire_number,mode,source_label,date_filled,sample1_code,sample1_format,sample2_code,sample2_format,child_age_years,child_gender,preschool_children_in_family,weekday_video_time,primary_device,content_chooser,co_viewing_frequency,precheck_frequency,selection_criteria_multi,content_quality_concern_1_5,knows_ai_content,has_given_ai_content,negative_reaction_seen,youtube_trust_1_5,sample1_likes,sample1_positive_value,sample1_safe,sample1_language_quality,sample1_age_fit,sample1_overall,sample1_guessed_origin,sample1_would_show,sample2_likes,sample2_positive_value,sample2_safe,sample2_language_quality,sample2_age_fit,sample2_overall,sample2_guessed_origin,sample2_would_show,open_q14_most_important,open_q15_what_avoid,selection_criteria_other_text,notes
P-02-03,Б-02-03-T9V1,Б,parent,02,03,paper,,,T9,text,V1,video,4,дівчинка,1,До 30 хв.,Смартфон,Разом,Часто,Часто,Позитивні цінності; Дитині подобається,3,Ні,Можливо,"Так, неодноразово",4,5,5,5,5,5,5,Традиційний,Так,5,4,4,4,5,4,Важко сказати,Скоріше так,"моральні цінності, відповідність віковим вимогам","російська мова, насильство",,
P-02-06,Б-02-06-T4V2,Б,parent,02,06,paper,,,T4,text,V2,video,5,хлопчик,2,1–2 год.,Телевізор,Разом,Іноді,Іноді,Позитивні цінності; Без насилля; Дитині подобається,5,Так,Ні,Ні,2,5,5,5,5,5,5,Традиційний,Так,5,2,5,5,5,4,Важко сказати,Скоріше так,"«Повчальний, позитивний, якісна українська мова.»","«Насилля, нецензурна лексика.»",,
P-02-01,Б-02-01-T5V2,Б,parent,02,01,paper,,,T5,text,V2,video,4,хлопчик,1,До 30 хв.,ПК / ноутбук,Разом,Іноді,Завжди,Позитивні цінності; Хороша мова,4,Так,Ні,Ні,4,4,5,5,5,5,5,Традиційний,Так,4,4,4,5,5,5,Важко сказати,Скоріше так,Позитивні цінності,Насилля,,
P-03-01,Б-03-01-T8V5,Б,parent,03,01,paper,,,T8,text,V5,video,5,хлопчик,1,До 30 хв.,Телевізор,Разом,Часто,Завжди,Позитивні цінності; Без насилля; Хороша мова,,,,,2,4,5,5,5,4,4,Важко сказати,Так,4,5,4,4,4,4,ШІ,Скоріше так,"«відповідність віку»
«українська мова»
«позитивні цінності»","«російська мова»
«насилля»
«відсутність сюжету»
«пропаганда»",,
P-03-02,Б-03-02-T7V6,Б,parent,03,02,paper,,,T7,text,V6,video,4,хлопчик,1,30–60 хв.,Телевізор,Я сам/-а,Завжди,Іноді,Без насилля; Хороша мова; Дитині подобається,5,Так,Можливо,Ні,3,5,5,5,4,4,5,Традиційний,Так,3,2,2,2,2,1,ШІ,Скоріше ні,«Позитивний приклад та повчальний зміст; гарна анімація з помірними кольорами; без насилля та нецензурної лексики.»,«Російської мови та їхніх мультфільмів; жорстоких чи дивних.»,,
P-02-08,Б-02-08-T6V1,Б,parent,02,08,paper,,,T6,text,V1,video,6,хлопчик,2,1–2 год.,Телевізор,Дитина,Іноді,Часто,Позитивні цінності; Без насилля; Спокійний темп; Хороша мова; Дитині подобається,5,Так,Можливо,"Так, неодноразово",1,5,5,5,5,5,5,ШІ,Скоріше так,3,2,2,4,4,3,ШІ,Скоріше ні,"«Відповідає віку дітей, з моральним змістом, цінностями, де вирішуються складні ситуації. Яскрава, не має довгого сюжету.»","«травматичного контенту»
«негативних емоцій»
«субтитрів»
«фільмів»",,
P-03-01,Б-03-01-T8V5,Б,parent,03,01,paper,,,T8,text,V5,video,5,дівчинка,2,30–60 хв.,Телевізор,Разом,Рідко,Часто,Позитивні цінності; Спокійний темп; Дитині подобається,4,Так,Ні,Ні,4,3,3,4,3,3,3,Важко сказати,Скоріше так,2,2,2,2,2,2,Важко сказати,,"«Мультфільм повинен відповідати віку, доступність.»",«Негативу і страху.»,,
P-04-03,Б-04-03-T2V5,Б,parent,04,03,paper,,,T2,text,V5,video,5,дівчинка,1,30–60 хв.,Планшет,Разом,Іноді,Іноді,Позитивні цінності; Хороша мова; Дитині подобається; Інше,2,Так,Можливо,"Так, один раз",4,4,5,5,5,4,4,Важко сказати,Скоріше так,5,5,5,5,5,5,ШІ,Так,"«позитивний приклад»
«українською мовою»
«повчальний контент»","«блогерів»
«ворожої мови»
«контент, який містить жорстокість, агресію»",Українська мова,
P-03-05,Б-03-05-T4V4,Б,parent,03,05,paper,,,T4,text,V4,video,5,хлопчик,1,Більше 2 год.,Планшет,Дитина,Іноді,Іноді,Позитивні цінності; Без насилля; Хороша мова,5,Так,"Так, свідомо",Ні,3,5,5,5,5,5,5,Традиційний,Так,4,4,5,4,5,4,ШІ,Скоріше так,"«Вік, мораль і цінності, безпечний зміст, позитивні герої, зрозумілий сюжет, мовлення, тривалість, пізнавальність, емоційний комфорт.»","«Агресії та насильства, страшних сцен, негативних моделей поведінки, перевантаження, дорослого контенту, грубої мови, реклами та рекламного впливу, нелогічного сюжету.»",,
P-03-03,Б-03-03-T9V3,Б,parent,03,03,paper,,,T9,text,V3,video,6,хлопчик,1,30–60 хв.,Телевізор,Дитина,Часто,Іноді,Позитивні цінності; Без насилля; Спокійний темп; Хороша мова,5,Так,"Так, свідомо",Ні,5,1,5,5,5,5,5,Традиційний,Скоріше так,5,5,5,5,5,5,ШІ,,"«Доступність, … а коректність сприймається … весь матеріал.»",«російської мови»,,
P-03-02,Б-03-02-T7V6,Б,parent,03,02,paper,,,T7,text,V6,video,3,хлопчик,2,1–2 год.,Смартфон,Разом,Часто,Завжди,Позитивні цінності; Спокійний темп,4,"Чув(-ла), не впевнений(-а)",Ні,Ні,3,3,3,3,3,3,3,Важко сказати,Скоріше ні,2,2,2,2,2,2,ШІ,Скоріше ні,"«Відповідає вікові дитини, повчальний, яскравий.»",«Щоб не було негативу та страху.»,,
P-03-06,Б-03-06-T8V3,Б,parent,03,06,paper,,,T8,text,V3,video,5,хлопчик,2,Більше 2 год.,Телевізор,Разом,Іноді,Завжди,Позитивні цінності; Спокійний темп; Дитині подобається,5,Так,"Так, свідомо","Так, неодноразово",1,5,5,5,5,5,5,Традиційний,Так,4,4,3,4,4,4,ШІ,,«Чому вчить ця історія;»,"«агресії»
«неправдивої інформації»",,
P-04-02,Б-04-02-T4V6,Б,parent,04,02,paper,,,T4,text,V6,video,6,хлопчик,1,30–60 хв.,Телевізор,Разом,Завжди,Завжди,Позитивні цінності; Спокійний темп; Хороша мова; Дитині подобається,1,Так,Ні,Ні,2,5,5,5,5,5,5,Традиційний,Так,5,3,5,5,5,5,Традиційний,Так,Морально-виховний зміст,Російської мови,,
P-03-07,Б-03-07-T3V5,Б,parent,03,07,paper,,,T3,text,V5,video,5,хлопчик,2,1–2 год.,Телевізор,Разом,Рідко,Часто,Позитивні цінності; Хороша мова; Дитині подобається,1,Так,"Так, свідомо",Ні,5,5,5,5,5,5,5,Традиційний,Так,5,5,5,5,5,5,ШІ,Так,"«моральна цінність»
«якісна анімація та озвучка»
«відсутність агресії»","«російськомовний контент»
«страшні персонажі»
«комічних відео»",,
P-03-04,Б-03-04-T6V2,Б,parent,03,04,paper,,,T6,text,V2,video,5,хлопчик,1,30–60 хв.,Смартфон,Разом,Іноді,Іноді,Позитивні цінності; Хороша мова; Інше,4,Так,Ні,"Так, один раз",4,4,4,5,5,4,4,Традиційний,Так,5,5,5,5,5,5,ШІ,Так,«пам’ять»,"«щоб не несли страху, негативу.»","виховний зміст, рідна мова",
P-02-04,Б-02-04-T2V6,Б,parent,02,04,paper,,,T2,text,V6,video,4,хлопчик,2,1–2 год.,Телевізор,Дитина,Часто,Рідко,Дитині подобається,3,Так,"Так, свідомо",Ні,2,2,2,1,4,3,2,ШІ,Скоріше ні,5,4,5,5,5,5,ШІ,Так,"«Зрозумілість змісту і відповідність віку, цікавий зміст.»",«Страшний і тривожний контент.»,,
P-04-06,Б-04-06-T2V4,Б,parent,04,06,paper,,,T2,text,V4,video,4,дівчинка,2,Більше 2 год.,Планшет,Дитина,Іноді,Іноді,Дитині подобається,3,Так,"Так, свідомо",Ні,3,5,5,5,5,5,5,Важко сказати,Скоріше так,5,4,4,5,5,5,Важко сказати,Так,"«Цікавий зміст.
Добрі і зрозумілі історії.»","«Без насилля.
Без монстрів.
Без хамства.»",,
P-04-07,Б-04-07-T1V5,Б,parent,04,07,paper,,,T1,text,V5,video,3,хлопчик,1,1–2 год.,Телевізор,Разом,Часто,Іноді,Спокійний темп; Хороша мова,2,Так,Ні,Ні,2,1,1,1,1,2,1,Традиційний,Так,1,2,1,1,1,1,Традиційний,Так,"«Чітка картинка без сильно яскравих кольорів, повчальний зміст, відповідність до віку дитини, без перевантаження.»","«Незрозумілий контент, який не підходить дитині по віку.»",,
P-04-04,Б-04-04-T7V1,Б,parent,04,04,paper,,,T7,text,V1,video,5,дівчинка,1,1–2 год.,Смартфон,Разом,Часто,Завжди,Позитивні цінності; Без насилля; Спокійний темп; Хороша мова; Дитині подобається,3,"Чув(-ла), не впевнений(-а)",Можливо,"Так, один раз",3,4,5,5,5,5,5,Традиційний,Так,5,3,5,5,5,,ШІ,Так,"«Відповідність вікові;»
«Цінності;»
«Гарна озвучка;»
«Цікавий сюжет.»","«Нецензурна лексика;»
«Насильство;»
«Мова-ворожа;»
«Поганий зміст.»",,
P-КТФ-15,Б-КТФ-15-T9V5,Б,parent,КТФ,15,paper,,,T9,text,V5,video,4,хлопчик,1,30–60 хв.,Телевізор,Я сам/-а,Іноді,Часто,Позитивні цінності; Без насилля; Хороша мова,5,Так,Ні,Ні,3,4,5,5,5,4,5,ШІ,Скоріше ні,5,5,5,5,5,5,Важко сказати,Так,"«Мова»
«Сюжет (щоб було цікаво для дитини)»","«Насилля»
«Російської мови»",,
P-online-001,Б-01-T2V2,Б,parent,online,1,google_form,Google Forms,2026-03-16 18:28:21.290000,T2,text,V2,video,6.0,Хлопчик,1.0,30–60 хв.,Смартфон,Разом,Часто,Завжди,"Позитивні цінності, Без насилля, Спокійний темп, Хороша мова, Дитині подобається",5.0,Так,Ні,"Так, неодноразово",3.0,4.0,4.0,4.0,5.0,5.0,5.0,Традиційний,Скоріше так,4.0,4.0,3.0,4.0,3.0,3.0,ШІ,Скоріше ні,"Відповідність віку, тривалість, цінності, що транслюються ","Канали, що експлуатують дітей для контенту ",,
P-online-002,Б-01-T2V2,Б,parent,online,1,google_form,Google Forms,2026-03-19 08:52:53.516000,T2,text,V2,video,5.0,Хлопчик,1.0,До 30 хв.,Телевізор,Разом,Завжди,Завжди,"Позитивні цінності, Без насилля, Дитині подобається",4.0,Так,Ні,"Так, один раз",4.0,5.0,5.0,5.0,5.0,5.0,5.0,Традиційний,Так,5.0,5.0,5.0,5.0,5.0,5.0,Традиційний,Так,"Подобатися дитині, позитивні цінності ",Насилля,,
P-online-003,Б-04-T6V2,Б,parent,online,4,google_form,Google Forms,2026-03-20 09:01:37.693000,T6,text,V2,video,6.0,Дівчинка,1.0,1–2 год.,Телевізор,Дитина,Часто,Завжди,"Позитивні цінності, Без насилля, Хороша мова",1.0,Так,Можливо,"Так, неодноразово",1.0,4.0,5.0,5.0,5.0,5.0,5.0,Важко сказати,Так,5.0,5.0,5.0,5.0,5.0,5.0,Традиційний,Так,Відсутність жорстокості,Жорстокості,,
P-online-004,Б-06-T1V5,Б,parent,online,6,google_form,Google Forms,2026-03-19 09:35:19.012000,T1,text,V5,video,4.0,Хлопчик,1.0,До 30 хв.,Смартфон,Разом,Завжди,Завжди,"Позитивні цінності, Без насилля, Спокійний темп, Хороша мова, Дитині подобається, Знайома студія",5.0,Так,Можливо,"Так, один раз",4.0,5.0,5.0,5.0,5.0,5.0,5.0,Традиційний,Так,5.0,5.0,5.0,5.0,5.0,5.0,Важко сказати,Так,"Щоб відповідало віку дитини, чітка правильна українська мова",Без насилля,,
P-online-005,Б-07-T8V6,Б,parent,online,7,google_form,Google Forms,2026-03-20 08:47:51.442000,T8,text,V6,video,5.0,Хлопчик,1.0,Більше 2 год.,Смартфон,Дитина,Рідко,Рідко,"Позитивні цінності, Без насилля, Дитині подобається",4.0,Так,Ні,Ні,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Традиційний,Так,4.0,4.0,4.0,4.0,4.0,4.0,ШІ,Так,Зміст,Поганого впливу,,
P-online-006,Б-07-T8V6,Б,parent,online,7,google_form,Google Forms,2026-03-20 08:50:59.181000,T8,text,V6,video,5.0,Хлопчик,1.0,Більше 2 год.,Смартфон,Дитина,Часто,Завжди,Без насилля,5.0,Так,"Так, свідомо",Ні,3.0,2.0,3.0,3.0,3.0,1.0,2.0,Традиційний,Так,3.0,3.0,3.0,3.0,3.0,3.0,ШІ,Скоріше так,"Щоб не було насилля, щоб було гарне спілкування і якість зображення, і щось повчальне",Нецензурна лексика і сцени насилля,,
P-online-007,Б-08-T9V3,Б,parent,online,8,google_form,Google Forms,2026-03-20 08:41:59.802000,T9,text,V3,video,5.0,Дівчинка,1.0,1–2 год.,Телевізор,Дитина,Іноді,Іноді,"Позитивні цінності, Без насилля, Інше",3.0,Так,Ні,"Так, один раз",1.0,3.0,3.0,3.0,3.0,3.0,3.0,Важко сказати,Скоріше так,3.0,2.0,2.0,3.0,1.0,3.0,Важко сказати,Скоріше ні,Де є добро та роздуми над своїми почуттями ,"Криків , бійок , нецензурних слів ",,
P-online-008,Б-08-T9V3,Б,parent,online,8,google_form,Google Forms,2026-03-20 09:30:04.195000,T9,text,V3,video,4.0,Хлопчик,2.0,30–60 хв.,Телевізор,Разом,Іноді,Завжди,"Позитивні цінності, Хороша мова, Дитині подобається, Інше",2.0,Так,Ні,Ні,2.0,4.0,4.0,4.0,4.0,3.0,4.0,ШІ,Так,4.0,4.0,4.0,2.0,4.0,3.0,Традиційний,Так,"Мета мультфільму, як впливає на психіку дитини,мова, графіка","Обирається сам контент мультфільму: без сцен насилля, глузування і т.д. Крім того, щоб був була чітка озвучка та діалог, комунікація між героями",,
P-online-009,Б-09-T7V4,Б,parent,online,9,google_form,Google Forms,2026-03-27 17:16:05.898000,T7,text,V4,video,4.0,Хлопчик,2.0,30–60 хв.,Планшет,Разом,Рідко,Часто,"Хороша мова, Знайома студія",3.0,Так,"Так, свідомо","Так, один раз",3.0,3.0,5.0,3.0,3.0,3.0,3.0,ШІ,Скоріше так,4.0,3.0,3.0,3.0,3.0,3.0,ШІ,Скоріше так,,,,
P-online-010,Б-11-T2V5,Б,parent,online,11,google_form,Google Forms,2026-03-19 09:46:13.056000,T2,text,V5,video,4.0,Дівчинка,2.0,30–60 хв.,Смартфон,Разом,Іноді,Завжди,"Позитивні цінності, Хороша мова, Дитині подобається",5.0,Так,Ні,Ні,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Традиційний,Так,5.0,5.0,5.0,5.0,5.0,5.0,Важко сказати,Скоріше так,"Позитивні моральні цінності, спокійна мова",Сцен насильства,,
